City ID,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temperature,Wind Speed
282,Al Bardīyah,0,LY,1621375894,55,31.7561,25.0865,71.15,1.19
283,Srednekolymsk,22,RU,1621375894,73,67.45,153.6833,39.81,2.77
284,San Patricio,26,US,1621375894,71,28.017,-97.5169,84.92,19.73
285,Avera,98,US,1621375895,59,33.194,-82.5271,82.27,9.4
286,Ballina,42,AU,1621375895,83,-28.8667,153.5667,56.79,5.84
287,Yangi Marg`ilon,97,UZ,1621375895,28,40.4272,71.7189,74.62,11.5
288,Vestmannaeyjar,100,IS,1621375896,89,63.4427,-20.2734,39.56,5.55
289,Sitka,20,US,1621375896,62,57.0531,-135.33,55.29,18.41
290,Ivrea,65,IT,1621375896,77,45.4672,7.8762,58.05,7.49
291,Esim,70,GH,1621375897,84,4.8699,-2.2405,79.38,6.33
292,Xinmin,49,CN,1621375897,47,41.9908,122.8253,66.45,14.16
293,Bonfim,100,BR,1621375897,93,3.0833,-59.95,74.79,1.74
294,Kahului,20,US,1621375897,60,20.8947,-156.47,82.42,21.85
295,Vardø,94,NO,1621375898,99,70.3705,31.1107,41.2,6.24
296,Tarakan,40,ID,1621375898,94,3.3,117.6333,76.5,0.0
297,Shache,97,CN,1621375898,24,38.4167,77.2406,66.7,3.18
298,Keti Bandar,56,PK,1621375899,47,24.1447,67.4497,86.41,6.71
299,Orós,31,BR,1621375787,66,-6.2444,-38.9136,75.99,4.21
300,Lavrentiya,73,RU,1621375899,89,65.5833,-171.0,31.33,3.8
301,Narsaq,13,GL,1621375900,61,60.9167,-46.05,46.62,6.87
302,Orotukan,100,RU,1621375900,77,62.2667,151.7,37.8,5.68
303,Yumen,69,CN,1621375900,41,40.2833,97.2,54.21,14.18
304,Ossora,100,RU,1621375901,99,59.2353,163.0719,34.48,1.34
305,Vorozhba,75,UA,1621375901,95,51.1733,34.2192,54.01,7.18
306,Mehamn,97,NO,1621375901,88,71.0357,27.8492,46.0,10.18
307,Ribeira Grande,100,PT,1621375902,91,38.5167,-28.7,65.59,20.18
308,Ocós,14,GT,1621375902,69,14.5094,-92.1933,87.98,9.82
309,Almaznyy,53,RU,1621375902,86,48.0448,40.045,57.34,6.24
310,Pandan,100,PH,1621375903,85,14.0453,124.1694,81.0,9.73
311,Vostok,0,RU,1621375903,41,46.4856,135.8833,63.21,5.12
312,Ust-Nera,100,RU,1621375903,88,64.5667,143.2,37.72,4.99
313,Kenitra,40,MA,1621375904,84,34.261,-6.5802,66.72,7.92
314,Konin,100,PL,1621375904,92,52.2234,18.2512,50.92,5.08
315,Ampanihy,18,MG,1621375904,88,-24.7,44.75,65.39,10.07
316,Mar del Plata,41,AR,1621375828,58,-38.0023,-57.5575,55.87,3.0
317,Anadyr,40,RU,1621375905,86,64.75,177.4833,34.3,17.0
318,Pangnirtung,90,CA,1621375905,86,66.1451,-65.7125,28.4,13.8
319,Mezhdurechenskiy,5,RU,1621375905,90,59.6,65.9333,43.36,4.9
320,Bandarbeyla,16,SO,1621375906,82,9.4942,50.8122,81.9,18.9
321,Santa Cruz de la Sierra,45,BO,1621375906,54,-17.8,-63.1667,78.33,5.5
322,Kisanga,87,TZ,1621375906,92,-7.4362,37.7034,71.96,2.33
323,Nizhneangarsk,70,RU,1621375907,61,55.7833,109.55,32.0,2.01
324,Monkey Bay,7,MW,1621375907,62,-14.0728,34.9201,72.59,16.49
325,Hambantota,99,LK,1621375907,84,6.1241,81.1185,81.21,12.01
326,Agüimes,20,ES,1621375908,64,27.9054,-15.4461,68.63,20.71
327,Rosarito,1,MX,1621375908,65,32.3333,-117.0333,77.07,7.81
328,Tuatapere,100,NZ,1621375908,94,-46.1333,167.6833,50.83,8.86
329,Klaksvík,100,FO,1621375909,74,62.2266,-6.589,38.32,20.27
330,Bogorodskoye,27,RU,1621375909,75,56.55,37.8833,64.44,10.92
331,Zhezkazgan,26,KZ,1621375909,38,47.8043,67.7144,67.08,6.33
332,Korla,0,CN,1621375910,35,41.7597,86.1469,64.38,3.67
333,Borzya,90,RU,1621375910,31,50.3833,116.5167,49.17,4.32
334,Cuitzeo (La Estancia),0,MX,1621375910,16,20.3333,-102.7833,91.27,7.43
335,Hendek,58,TR,1621375911,92,40.7994,30.7481,53.78,5.28
336,Boden,27,SE,1621375911,91,65.8252,21.6886,42.8,4.92
337,Limpapa,100,PH,1621375911,92,7.1197,121.9106,74.93,5.41
338,Ancud,100,CL,1621375676,76,-41.8697,-73.8203,52.23,5.95
339,Walvis Bay,6,NA,1621375912,75,-22.9575,14.5053,64.09,7.9
340,Belyy,100,RU,1621375912,96,55.8402,32.9419,60.67,6.22
341,Egvekinot,99,RU,1621375912,95,66.3167,-179.1667,27.43,4.68
342,Valga,100,EE,1621375913,99,57.7778,26.0473,58.15,3.49
343,Karlovo,0,BG,1621375913,75,42.6333,24.8,54.57,2.55
344,Kiryat Gat,0,IL,1621375622,76,31.61,34.7642,72.39,3.69
345,Manado,40,ID,1621375714,89,1.487,124.8455,77.77,4.43
346,Ostrovnoy,100,RU,1621375914,93,68.0531,39.5131,56.17,13.82
347,Beyneu,90,KZ,1621375914,18,45.3167,55.2,80.06,10.11
348,Horta,100,PT,1621375914,91,38.5333,-28.6333,65.03,19.08
349,Provideniya,90,RU,1621375915,75,64.3833,-173.3,33.91,8.95
350,Batagay-Alyta,100,RU,1621375915,92,67.8006,130.4114,28.83,13.06
351,Port Hardy,75,CA,1621375915,93,50.6996,-127.4199,42.98,0.0
352,Avilés,20,ES,1621375916,84,43.5547,-5.9248,55.18,5.01
353,Abu Samrah,0,SY,1621375916,48,35.3029,37.1841,68.54,5.48
354,Knyaze-Volkonskoye,62,RU,1621375916,63,48.4642,135.4567,61.14,5.39
355,Nome,75,US,1621375917,80,64.5011,-165.4064,39.16,17.27
356,Kaeo,4,NZ,1621375917,67,-35.1,173.7833,64.33,9.33
357,Saint-Pierre,0,RE,1621375917,55,-21.3393,55.4781,71.28,6.91
358,Segezha,100,RU,1621375918,98,63.7415,34.3222,52.52,8.19
359,Tomohon,97,ID,1621375918,95,1.3346,124.8392,68.94,3.62
360,Los Llanos de Aridane,0,ES,1621375918,85,28.6585,-17.9182,65.95,11.86
361,Yola,92,NG,1621375918,62,9.2,12.4833,81.82,7.25
362,Marzuq,92,YE,1621375919,31,14.4,46.4667,82.29,6.4
363,Prince Rupert,75,CA,1621375919,76,54.3161,-130.3201,50.09,11.5
364,Port Macquarie,4,AU,1621375919,82,-31.4333,152.9167,55.89,3.89
365,Masty,82,BY,1621375920,93,53.4122,24.5387,47.37,9.37
366,Rawson,99,AR,1621375920,75,-43.3002,-65.1023,56.68,22.88
367,Bengkulu,52,ID,1621375920,88,-3.8004,102.2655,75.0,3.58
368,Araouane,30,ML,1621375921,12,18.9048,-3.5265,99.1,7.4
369,Sydney,0,AU,1621375872,86,-33.8679,151.2073,51.39,4.0
370,Saint-Joseph,1,RE,1621375921,72,-21.3667,55.6167,70.18,4.09
371,Zaysan,3,KZ,1621375820,47,47.4667,84.8667,62.94,9.51
372,América Dourada,100,BR,1621375922,49,-11.4553,-41.4361,77.07,7.99
373,Soure,54,BR,1621375922,83,-0.7167,-48.5233,78.87,7.38
374,Muros,64,ES,1621375923,86,42.7762,-9.0603,56.84,7.38
375,Vallenar,74,CL,1621375923,73,-28.5708,-70.7581,60.89,5.23
376,Sydney,0,AU,1621375872,86,-33.8679,151.2073,51.39,4.0
377,Jalu,3,LY,1621375923,18,29.0331,21.5482,83.23,6.62
378,Saskylakh,100,RU,1621375924,94,71.9167,114.0833,29.88,15.21
379,Severo-Kuril'sk,3,RU,1621375924,60,50.6789,156.125,48.65,8.32
380,Saint Paul Harbor,1,US,1621375924,76,57.79,-152.4072,47.71,9.22
381,Kazanskoye,52,RU,1621375925,78,55.6448,69.235,52.12,12.84
382,Bac Lieu,99,VN,1621375925,74,9.285,105.7244,83.59,3.27
383,Aklavik,87,CA,1621375925,75,68.2191,-135.0107,44.8,5.08
384,Mastung,0,PK,1621375926,41,29.7994,66.845,64.06,4.0
385,Aranos,2,NA,1621375926,30,-24.1333,19.1167,63.86,12.75
386,Peoria,90,US,1621375811,95,40.7667,-89.7668,65.61,18.37
387,Samarai,87,PG,1621375927,83,-10.6167,150.6667,80.83,10.8
388,Alice Springs,94,AU,1621375927,32,-23.7,133.8833,38.75,5.91
389,Thongwa,100,MM,1621375927,67,16.7619,96.5278,84.36,7.07
390,Quimper,75,FR,1621375928,93,48.0,-4.1,52.63,6.91
391,Neepawa,32,CA,1621375928,52,50.2289,-99.4664,73.18,21.79
392,Hirara,75,JP,1621375929,94,24.8,125.2833,80.87,9.22
393,Pisco,0,PE,1621375929,88,-13.7,-76.2167,67.01,9.22
394,Oodweyne,86,SO,1621375929,58,9.4092,45.064,77.85,12.41
395,Padang,98,ID,1621375930,85,-0.9492,100.3543,75.25,1.57
396,Nantucket,40,US,1621375930,63,41.2835,-70.0995,75.31,14.97
397,Alta Floresta,61,BR,1621375931,78,-9.8756,-56.0861,74.93,4.41
398,Oldebroek,9,NL,1621375931,86,52.445,5.9014,49.19,4.45
399,Dutse,93,NG,1621375931,20,11.7594,9.3392,91.58,7.23
400,Copiapó,55,CL,1621375696,74,-27.3667,-70.3333,56.89,6.29
401,Port-Cartier,65,CA,1621375638,62,50.0334,-66.8654,49.93,4.5
402,Abu Dhabi,0,AE,1621375932,71,24.4667,54.3667,87.82,4.97
403,Cuenca,75,EC,1621375932,48,-2.8833,-78.9833,66.33,8.05
404,São João da Barra,81,BR,1621375933,77,-21.6403,-41.0511,71.65,15.77
405,Malaya Serdoba,49,RU,1621375933,49,52.4661,44.9512,67.51,9.93
406,Padrón,61,ES,1621375933,99,42.7388,-8.6606,58.26,2.84
407,Garoowe,72,SO,1621375934,50,8.4054,48.4845,84.49,14.54
408,Miranda de Ebro,99,ES,1621375934,91,42.6865,-2.947,54.03,2.59
409,Tautira,54,PF,1621375934,72,-17.7333,-149.15,87.82,20.51
410,Derzhavīnsk,100,KZ,1621375935,66,51.1,66.3167,65.66,4.74
411,Mingora,95,PK,1621375817,69,34.7758,72.3625,66.09,2.77
412,Etchoropo,0,MX,1621375935,37,26.7667,-109.6667,94.41,15.55
413,Awka,67,NG,1621375936,89,6.2101,7.0741,75.38,4.36
414,San Borja,24,BO,1621375936,76,-14.8167,-66.85,77.99,2.64
415,Salym,57,RU,1621375936,75,60.0625,71.4789,40.84,5.19
416,Caraguatatuba,93,BR,1621375936,92,-23.6338,-45.4899,67.82,1.43
417,Acajutla,83,SV,1621375937,65,13.5928,-89.8275,86.81,8.03
418,Awjilah,4,LY,1621375937,17,29.1081,21.2869,83.55,4.65
419,Bichura,100,RU,1621375937,88,50.5881,107.6022,48.54,1.83
420,Fare,89,PF,1621375938,72,-16.7,-151.0167,81.82,21.85
421,Inta,100,RU,1621375938,58,66.0317,60.1659,50.09,6.6
422,Tual,48,ID,1621375756,80,-5.6667,132.75,82.42,18.97
423,Grafton,40,US,1621375879,59,42.207,-71.6856,80.85,7.56
424,Luoyang,100,CN,1621375939,65,34.6836,112.4536,65.7,2.26
425,Salalah,75,OM,1621375939,89,17.0151,54.0924,84.29,5.75
426,Arrondissement de Rodez,75,FR,1621375940,98,44.5,2.5833,47.88,4.54
427,Bilma,2,NE,1621375940,10,18.6853,12.9164,91.99,10.83
428,Fuxin,35,CN,1621375940,45,42.0156,121.6589,66.56,5.53
429,Sarakhs,1,IR,1621375941,15,36.5449,61.1577,75.25,1.1
430,Bagotville,9,AU,1621375941,84,-28.9833,153.4167,56.64,5.53
431,Stornoway,90,GB,1621375941,87,58.2093,-6.3865,46.92,11.5
432,Champerico,12,GT,1621375942,71,14.3,-91.9167,84.34,8.99
433,Hobyo,73,SO,1621375942,71,5.3505,48.5268,80.83,24.45
434,Kutum,14,SD,1621375942,13,14.2,24.6667,78.26,6.33
435,Isangel,100,VU,1621375943,82,-19.55,169.2667,76.55,17.58
436,Gonder,97,ET,1621375943,57,12.6,37.4667,67.73,2.62
437,Lufilufi,20,WS,1621375943,77,-13.8745,-171.5986,85.78,20.56
438,Panabá,62,MX,1621375944,29,21.2833,-88.2667,97.99,15.73
439,Otjiwarongo,0,NA,1621375944,36,-20.4637,16.6477,59.54,8.43
440,Marabu,88,MY,1621375944,93,4.4148,114.0089,77.07,4.25
441,Isla Vista,1,US,1621375944,63,34.4133,-119.861,92.12,8.05
442,Fortuna,20,US,1621375854,63,40.5982,-124.1573,72.48,7.0
443,Campbellsville,100,US,1621375945,74,37.3434,-85.3419,77.67,7.9
444,Paralímni,0,CY,1621375945,94,35.0375,33.9833,67.08,5.01
445,Natal,40,BR,1621375787,87,-5.795,-35.2094,77.65,7.25
446,Menongue,3,AO,1621375946,55,-14.6585,17.691,58.5,4.97
447,Grindavik,0,IS,1621375946,64,63.8424,-22.4338,43.27,4.03
448,Havelock,98,US,1621375947,51,34.8791,-76.9013,76.95,5.99
449,Bambanglipuro,100,ID,1621375947,87,-7.95,110.2833,76.3,4.12
450,Nador,0,MA,1621375947,75,35.174,-2.9287,66.45,0.69
451,Harare,0,ZW,1621375948,69,-17.8294,31.0539,39.65,6.35
452,Albion,75,US,1621375948,65,42.2431,-84.753,78.98,8.43
453,Yulara,100,AU,1621375948,43,-25.2406,130.9889,48.04,6.91
454,Half Moon Bay,20,US,1621375948,77,37.4636,-122.4286,80.89,3.0
455,Leiyang,99,CN,1621375949,97,26.4024,112.8591,63.72,1.95
456,Niterói,75,BR,1621375949,78,-22.8833,-43.1036,72.59,3.44
457,Sinnamary,27,GF,1621375950,88,5.3833,-52.95,77.67,9.15
458,Teknāf,100,BD,1621375950,85,20.8624,92.3058,81.5,2.13
459,Laguna,1,US,1621375950,30,38.421,-121.4238,88.32,5.99
460,Olafsvik,3,IS,1621375951,62,64.8945,-23.7142,38.82,13.94
461,Dolores,24,AR,1621375808,75,-36.3132,-57.6792,50.38,3.36
462,Maragogi,4,BR,1621375951,82,-9.0122,-35.2225,76.33,8.05
463,Alofi,75,NU,1621375952,74,-19.0595,-169.9187,82.29,12.66
464,Mandalgovi,9,MN,1621375952,51,45.7625,106.2708,52.5,9.64
465,Kamenka,90,RU,1621375952,95,51.3223,42.7678,59.86,6.85
466,Maputo,0,MZ,1621375953,82,-25.9653,32.5892,68.23,1.14
467,Akdepe,0,TM,1621375953,32,42.0551,59.3788,68.0,9.35
468,Mahon,0,ES,1621375953,88,39.8885,4.2658,63.16,11.5
469,Ahipara,25,NZ,1621375954,66,-35.1667,173.1667,63.09,14.07
470,Valley City,90,US,1621375954,50,46.9233,-98.0032,76.19,14.97
471,Ust-Maya,96,RU,1621375954,34,60.4167,134.5333,40.41,10.56
472,Arrondissement de Bastia,0,FR,1621375955,68,42.6667,9.3333,65.3,6.98
473,Shubarshi,13,KZ,1621375955,53,48.5872,57.1869,66.11,6.76
474,Oranjemund,0,NA,1621375955,72,-28.55,16.4333,58.78,2.48
475,Puerto Escondido,40,MX,1621375956,62,15.85,-97.0667,90.43,5.75
476,Tcholliré,70,CM,1621375956,65,8.4022,14.1698,79.05,4.59
477,Westport,20,US,1621375795,52,41.1415,-73.3579,82.15,6.4
478,Purpe,83,RU,1621375957,72,64.4803,76.6897,25.74,13.35
479,Shangrao,100,CN,1621375957,98,28.4532,117.9686,66.58,2.86
480,Ivdel',64,RU,1621375958,84,60.6911,60.4206,46.44,1.83
481,Río Gallegos,90,AR,1621375958,81,-51.6226,-69.2181,50.05,16.11
482,Rio Grande,0,BR,1621375914,71,-32.035,-52.0986,48.94,7.92
483,Zemetchino,1,RU,1621375958,52,53.4973,42.6163,65.66,12.66
484,Chāībāsa,75,IN,1621375959,63,22.5667,85.8167,86.05,3.27
485,Ucluelet,62,CA,1621375800,74,48.9329,-125.5528,56.05,1.01
486,Minsk,100,BY,1621375665,97,53.9,27.5667,53.35,8.88
487,Makakilo City,40,US,1621375959,66,21.3469,-158.0858,80.92,20.0
488,Lokachi,100,UA,1621375960,97,50.737,24.6494,54.75,13.78
489,Matabungkay Road Locality,100,PH,1621375960,84,13.9523,120.6198,79.93,10.0
490,Husavik,97,IS,1621375960,70,66.0449,-17.3389,33.03,6.06
491,Handlová,47,SK,1621375961,96,48.7276,18.7601,49.48,2.64
492,Nianzishan,76,CN,1621375961,45,47.5167,122.8833,58.17,4.43
493,Tazovsky,67,RU,1621375962,95,67.4667,78.7,15.15,6.82
494,Imbituba,0,BR,1621375962,80,-28.24,-48.6703,64.29,6.55
495,Tilichiki,100,RU,1621375962,98,60.4667,166.1,32.65,4.59
496,Sungai Penuh,100,ID,1621375963,92,-2.0833,101.3833,63.72,1.1
497,Margate,89,GB,1621375963,78,51.3813,1.3862,53.31,1.99
498,Ortigueira,0,BR,1621375963,59,-24.2083,-50.9494,55.85,1.81
499,São Domingos,100,BR,1621375964,45,-13.3983,-46.3183,74.64,4.61
500,Sangar,8,RU,1621375964,49,63.9242,127.4739,35.4,2.01
501,Sibolga,100,ID,1621375964,75,1.7427,98.7792,76.73,2.98
502,Nuuk,12,GL,1621375879,70,64.1835,-51.7216,39.81,14.97
503,Yunyang,100,CN,1621375965,83,33.4474,112.7142,61.3,3.2
504,Hualmay,12,PE,1621375965,81,-11.0964,-77.6139,66.81,9.89
505,Aitape,91,PG,1621375966,85,-3.1374,142.3475,80.19,3.94
506,Auch,100,FR,1621375966,96,43.65,0.5833,55.26,3.0
507,Las Choapas,24,MX,1621375967,38,17.9333,-94.0833,98.65,4.5
508,Vanavara,9,RU,1621375967,65,60.34,102.2797,26.73,6.17
509,Tevaitoa,52,PF,1621375967,74,-16.7833,-151.5,81.54,22.3
510,Roanoke Rapids,1,US,1621375730,39,36.4615,-77.6542,80.46,4.27
511,Robertsport,100,LR,1621375968,81,6.7533,-11.3686,81.46,8.84
512,Chany,100,RU,1621375968,81,55.3121,76.7647,51.26,13.31
513,Porto-Novo,9,BJ,1621375969,79,6.4965,2.6036,81.05,7.87
514,Yala,100,TH,1621375969,93,6.3333,101.25,76.3,1.48
515,Tahe,62,CN,1621375969,61,52.3333,124.7333,40.3,2.55
516,Sackville,100,CA,1621375970,94,45.9188,-64.3846,61.03,2.84
517,Cururupu,12,BR,1621375970,91,-1.8283,-44.8683,75.33,3.2
518,Uyuni,88,BO,1621375702,28,-20.4597,-66.825,46.27,6.6
519,Omboué,100,GA,1621375971,92,-1.5746,9.2618,77.18,5.08
520,Bathsheba,17,BB,1621375971,72,13.2167,-59.5167,80.22,14.58
521,Tigil',100,RU,1621375971,98,57.8,158.6667,36.9,5.79
522,Himarë,0,AL,1621375972,47,40.1017,19.7447,60.78,5.12
523,Tomakomai,90,JP,1621375972,90,42.6369,141.6033,58.17,5.84
524,El Salvador,84,SV,1621375918,51,13.8333,-88.9167,80.06,7.61
525,Ambovombe,9,MG,1621375972,79,-25.1667,46.0833,68.72,12.77
526,Guarapari,75,BR,1621375689,82,-20.6667,-40.4975,79.92,7.67
527,Kiunga,68,PG,1621375973,98,-6.1219,141.2906,75.2,0.6
528,Sørland,100,NO,1621375973,92,67.667,12.6934,41.61,25.77
529,Nikel,60,RU,1621375974,94,69.4128,30.222,44.78,7.4
530,Tūkrah,0,LY,1621375974,47,32.5341,20.5791,72.12,6.17
531,Ashquelon,0,IL,1621375974,76,31.6693,34.5715,73.4,5.55
532,Dalvik,44,IS,1621375975,71,65.9702,-18.5286,33.71,5.26
533,Dingcheng,100,CN,1621375975,85,32.1272,115.0394,62.78,2.04
534,Massakory,2,TD,1621375813,29,12.996,15.7293,89.01,7.25
535,Camaná,40,PE,1621375976,81,-16.6228,-72.7111,67.24,6.67
536,Teguise,20,ES,1621375976,86,29.0605,-13.564,64.62,25.5
537,Pimentel,0,PE,1621375977,81,-6.8367,-79.9342,71.89,4.0
538,Kapan,0,AM,1621375873,59,39.2075,46.4058,62.2,5.06
539,Benjamin Constant,75,BR,1621375977,95,-4.3831,-70.0311,84.33,1.48
540,Ivanovka,60,KG,1621375978,39,42.8878,75.085,54.03,3.4
541,Bubaque,60,GW,1621375978,76,11.2833,-15.8333,78.53,18.25
542,Thanh Hoa,100,VN,1621375880,95,19.8,105.7667,79.74,4.65
543,Carutapera,32,BR,1621375978,89,-1.195,-46.02,77.13,5.93
544,Moree,0,AU,1621375979,69,-29.4667,149.85,54.45,7.05
545,Salekhard,97,RU,1621375979,73,66.53,66.6019,30.65,5.57
546,Voyvozh,45,RU,1621375979,66,62.892,54.9635,49.96,5.06
547,Barranca,28,PE,1621375980,80,-10.75,-77.7667,65.98,8.95
548,Broken Hill,49,AU,1621375980,60,-31.95,141.4333,50.09,6.31
549,Kudahuvadhoo,2,MV,1621375980,75,2.6708,72.8944,83.35,9.69
550,Rovinj,100,HR,1621375981,68,45.08,13.64,62.42,10.47
551,San Quintín,0,MX,1621375981,68,30.4833,-115.95,65.23,18.77
552,Tonota,0,BW,1621375981,94,-21.4833,27.4833,54.14,7.23
553,Erenhot,13,CN,1621375982,33,43.6475,111.9767,60.78,7.83
554,Saldanha,26,ZA,1621375982,74,-33.0117,17.9442,58.75,2.08
555,Matagami,77,CA,1621375982,34,49.7502,-77.6328,66.92,6.33
556,Belgrade,0,RS,1621375959,51,44.804,20.4651,56.86,0.09
557,Kalabo,2,ZM,1621375983,49,-14.97,22.6814,62.56,5.06
558,Elko,5,US,1621375983,25,41.0002,-115.5012,77.02,14.16
559,Wewak,87,PG,1621375984,88,-3.5534,143.6268,80.13,7.56
560,Manono,70,CD,1621375984,56,-7.3,27.4167,72.73,2.66
561,Bara,24,NG,1621375984,61,10.3744,10.7288,82.38,17.6
562,Tupik,56,RU,1621375985,48,54.4253,119.9327,34.92,3.11
563,Palāsa,99,IN,1621375985,84,18.7667,84.4167,82.9,10.29
564,Safi,46,MA,1621375985,71,32.2994,-9.2372,66.9,27.0
565,Siilinjärvi,40,FI,1621375986,98,63.0833,27.6667,57.22,4.94
566,São Félix do Xingu,98,BR,1621375986,94,-6.6447,-51.995,73.4,2.19
567,Tanout,81,NE,1621375986,8,14.9709,8.8879,89.49,8.95
568,Sovetskiy,45,RU,1621375987,63,61.3614,63.5842,43.72,4.0
